ID,CustomerID,MealKitID,ReviewDate,Review
218,18,14,3/10/2020,5
219,44,10,3/10/2020,5
220,66,30,3/11/2020,4
221,47,17,3/11/2020,5
222,50,27,3/11/2020,5
223,17,22,3/11/2020,5
224,46,5,3/11/2020,5
225,47,2,3/12/2020,5
226,34,8,3/12/2020,4
227,34,23,3/12/2020,5
228,40,11,3/13/2020,2
229,58,6,3/13/2020,5
230,79,12,3/14/2020,4
231,5,27,3/14/2020,5
232,26,10,3/15/2020,5
233,35,18,3/16/2020,5
234,42,14,3/16/2020,5
235,48,19,3/16/2020,4
236,45,11,3/16/2020,5
237,18,7,3/16/2020,4
238,66,21,3/17/2020,5
239,67,28,3/17/2020,2
240,35,25,3/17/2020,3
241,67,6,3/17/2020,5
242,58,2,3/17/2020,5
243,67,6,3/18/2020,2
244,45,9,3/18/2020,5
245,66,23,3/18/2020,2
246,51,25,3/18/2020,5
247,40,2,3/19/2020,5
248,67,20,3/19/2020,5
249,32,1,3/20/2020,2
250,49,2,3/20/2020,5
251,56,27,3/20/2020,5
252,54,6,3/20/2020,5
253,69,14,3/20/2020,5
254,66,4,3/21/2020,5
255,66,15,3/21/2020,5
256,67,15,3/21/2020,5
257,54,14,3/21/2020,5
258,18,9,3/21/2020,5
259,78,5,3/21/2020,5
260,57,3,3/21/2020,5
261,49,13,3/21/2020,4
262,29,3,3/22/2020,5
263,18,2,3/22/2020,5
264,56,10,3/22/2020,5
265,26,20,3/22/2020,2
266,42,26,3/23/2020,2
267,26,16,3/23/2020,5
268,18,20,3/24/2020,5
269,41,9,3/24/2020,2
270,85,28,3/24/2020,5
271,85,5,3/24/2020,5
272,66,29,3/24/2020,5
273,27,16,3/24/2020,5
274,52,14,3/24/2020,5
275,57,30,3/25/2020,5
276,84,10,3/25/2020,2
277,54,5,3/25/2020,5
278,84,1,3/25/2020,5
279,45,22,3/26/2020,5
280,66,5,3/26/2020,5
281,68,2,3/26/2020,5
282,46,8,3/26/2020,5
283,65,1,3/26/2020,5
284,3,30,3/26/2020,5
285,52,13,3/27/2020,3
286,66,15,3/27/2020,5
287,44,5,3/27/2020,2
288,78,12,3/27/2020,4
289,45,21,3/27/2020,5
290,49,6,3/27/2020,5
291,71,17,3/27/2020,4
292,85,25,3/27/2020,5
293,51,6,3/28/2020,2
294,45,27,3/28/2020,5
295,67,5,3/28/2020,5
296,78,27,3/29/2020,2
297,27,23,3/29/2020,5
298,33,19,3/29/2020,5
299,50,3,3/29/2020,5
300,5,6,3/29/2020,5
301,94,10,3/30/2020,5
302,45,30,3/30/2020,5
303,66,29,3/30/2020,3
304,67,28,3/30/2020,5
305,91,2,3/30/2020,5
306,89,16,3/30/2020,3
307,52,25,3/31/2020,5
308,45,12,3/31/2020,5
309,71,26,4/1/2020,3
310,92,19,4/1/2020,5
311,69,14,4/1/2020,5
312,45,12,4/1/2020,5
313,72,6,4/2/2020,2
314,54,20,4/2/2020,5
315,34,14,4/2/2020,2
316,52,7,4/2/2020,5
317,66,15,4/2/2020,4
318,66,2,4/2/2020,5
319,3,21,4/2/2020,5
320,87,18,4/2/2020,5
321,92,14,4/3/2020,5
322,83,10,4/3/2020,3
323,88,2,4/3/2020,5
324,45,23,4/3/2020,5
325,34,6,4/4/2020,4
326,92,3,4/4/2020,5
327,66,18,4/4/2020,5
328,71,1,4/4/2020,5
329,94,18,4/4/2020,4
330,90,18,4/4/2020,5
331,3,5,4/4/2020,5
332,83,11,4/5/2020,5
333,67,30,4/5/2020,5
334,85,24,4/5/2020,5
335,54,25,4/5/2020,5
336,94,30,4/5/2020,5
337,58,8,4/6/2020,5
338,5,24,4/6/2020,5
339,34,4,4/6/2020,4
340,37,9,4/6/2020,5
341,66,27,4/6/2020,5
342,45,23,4/6/2020,5
343,71,11,4/6/2020,5
344,91,30,4/7/2020,5
345,44,16,4/7/2020,5
346,45,19,4/7/2020,5
347,79,6,4/7/2020,5
348,85,5,4/7/2020,1
349,102,15,4/7/2020,3
350,85,12,4/7/2020,5
351,54,15,4/8/2020,3
352,3,7,4/8/2020,5
353,85,6,4/8/2020,2
354,66,17,4/8/2020,5
355,12,2,4/8/2020,5
356,34,30,4/8/2020,5
357,102,29,4/8/2020,5
358,67,4,4/8/2020,5
359,102,27,4/9/2020,5
360,84,14,4/9/2020,5
361,98,1,4/9/2020,5
362,41,4,4/9/2020,5
363,50,18,4/9/2020,3
364,67,6,4/9/2020,2
365,67,12,4/9/2020,5
366,67,29,4/10/2020,4
367,85,5,4/10/2020,5
368,5,23,4/10/2020,5
369,85,5,4/11/2020,5
370,106,14,4/11/2020,4
371,85,18,4/11/2020,5
372,92,13,4/11/2020,2
373,16,14,4/11/2020,5
374,85,28,4/11/2020,2
375,67,15,4/11/2020,5
376,46,5,4/12/2020,5
377,90,23,4/12/2020,5
378,106,21,4/12/2020,4
379,102,27,4/12/2020,5
380,71,25,4/12/2020,5
381,106,7,4/12/2020,5
382,106,26,4/12/2020,1
383,48,2,4/12/2020,2
384,92,23,4/12/2020,5
385,54,28,4/12/2020,4
386,71,10,4/13/2020,5
387,85,11,4/13/2020,5
388,106,7,4/13/2020,5
389,34,18,4/13/2020,4
390,57,27,4/13/2020,4
391,92,3,4/13/2020,5
392,61,24,4/13/2020,1
393,45,27,4/14/2020,5
394,102,11,4/14/2020,5
395,109,2,4/14/2020,5
396,33,1,4/14/2020,5
397,106,15,4/14/2020,5
398,109,1,4/14/2020,5
399,45,12,4/14/2020,5
400,109,18,4/14/2020,5
401,33,3,4/14/2020,5
402,67,12,4/14/2020,3
403,109,22,4/14/2020,5
404,108,10,4/14/2020,3
405,71,4,4/15/2020,5
406,61,19,4/15/2020,5
407,56,11,4/15/2020,4
408,34,8,4/15/2020,2
409,56,6,4/15/2020,5
410,18,19,4/15/2020,2
411,17,4,4/15/2020,5
412,102,22,4/16/2020,4
413,101,3,4/16/2020,3
414,73,12,4/16/2020,5
415,49,26,4/17/2020,2
416,81,24,4/17/2020,5
417,102,26,4/18/2020,3
418,90,8,4/18/2020,2
419,45,27,4/18/2020,5
420,69,1,4/18/2020,5
421,5,16,4/18/2020,5
422,71,1,4/18/2020,3
423,102,9,4/18/2020,3
424,62,5,4/18/2020,5
425,49,2,4/18/2020,5
426,96,13,4/18/2020,5
427,98,6,4/18/2020,4
428,5,17,4/19/2020,5
429,84,30,4/19/2020,5
430,96,23,4/19/2020,3
431,76,14,4/19/2020,3
432,21,28,4/19/2020,5
433,49,29,4/20/2020,5
434,13,4,4/20/2020,5
435,96,29,4/20/2020,5
436,78,7,4/20/2020,5
437,92,27,4/20/2020,5
438,13,19,4/20/2020,5
439,72,1,4/20/2020,5
440,5,8,4/20/2020,5
441,103,29,4/20/2020,5
442,67,30,4/20/2020,3
443,102,23,4/21/2020,2
444,101,20,4/21/2020,5
445,72,8,4/21/2020,3
446,34,3,4/21/2020,2
447,66,7,4/21/2020,5
448,107,11,4/22/2020,4
449,34,2,4/22/2020,4
450,109,5,4/22/2020,5
451,89,26,4/22/2020,2
452,84,12,4/22/2020,5
453,106,26,4/22/2020,5
454,102,4,4/23/2020,5
455,49,18,4/23/2020,5
456,96,13,4/23/2020,5
457,62,27,4/23/2020,5
458,75,22,4/23/2020,5
459,71,1,4/23/2020,5
460,52,1,4/24/2020,5
461,71,9,4/24/2020,5
462,35,27,4/24/2020,5
463,92,27,4/24/2020,5
464,109,12,4/24/2020,5
465,56,11,4/24/2020,5
466,52,26,4/24/2020,5
467,106,2,4/24/2020,5
468,66,9,4/25/2020,5
469,102,19,4/25/2020,5
470,28,21,4/25/2020,3
471,34,4,4/25/2020,5
472,109,3,4/25/2020,5
473,45,5,4/25/2020,5
474,13,11,4/25/2020,5
475,34,8,4/25/2020,5
476,51,1,4/25/2020,2
477,51,27,4/26/2020,5
478,34,11,4/26/2020,1
479,61,12,4/26/2020,5
480,111,29,4/26/2020,5
481,106,30,4/26/2020,5
482,98,8,4/26/2020,5
483,49,17,4/26/2020,5
484,84,28,4/27/2020,5
485,100,28,4/27/2020,5
486,106,14,4/27/2020,5
487,27,5,4/27/2020,5
488,98,4,4/27/2020,5
489,106,1,4/27/2020,5
490,113,22,4/28/2020,5
491,85,21,4/28/2020,3
492,49,2,4/28/2020,5
493,52,29,4/28/2020,5
494,72,3,4/28/2020,5
495,52,1,4/28/2020,5
496,111,16,4/28/2020,5
497,118,4,4/28/2020,5
498,109,3,4/28/2020,2
499,78,6,4/28/2020,5
500,102,28,4/28/2020,5
501,85,2,4/29/2020,5
502,115,29,4/29/2020,5
503,51,14,4/29/2020,3
504,109,3,4/29/2020,5
505,108,2,4/29/2020,2
506,119,7,4/29/2020,5
507,47,9,4/29/2020,2
508,98,7,4/30/2020,5
509,48,15,4/30/2020,5
510,81,2,4/30/2020,5
511,17,28,4/30/2020,5
512,106,27,4/30/2020,5
513,102,12,4/30/2020,5
514,52,12,4/30/2020,5
515,109,6,4/30/2020,5
516,18,12,4/30/2020,2
517,85,4,5/1/2020,5
518,72,8,5/1/2020,5
519,91,3,5/1/2020,3
520,85,21,5/1/2020,5
521,16,4,5/1/2020,5
522,94,17,5/1/2020,2
523,51,4,5/1/2020,5
524,102,1,5/1/2020,5
525,127,1,5/2/2020,5
526,53,5,5/2/2020,5
527,89,15,5/2/2020,3
528,54,24,5/2/2020,3
529,84,29,5/3/2020,2
530,81,20,5/3/2020,5
531,35,13,5/3/2020,2
532,46,20,5/3/2020,3
533,12,27,5/3/2020,5
534,12,9,5/3/2020,5
535,45,4,5/3/2020,5
536,102,23,5/3/2020,5
537,109,21,5/3/2020,4
538,54,8,5/4/2020,5
539,118,22,5/4/2020,3
540,48,29,5/4/2020,5
541,102,4,5/4/2020,2
542,41,14,5/4/2020,5
543,58,8,5/4/2020,5
544,45,30,5/4/2020,5
545,109,23,5/5/2020,3
546,35,10,5/5/2020,5
547,130,3,5/5/2020,4
548,52,12,5/5/2020,5
549,47,3,5/5/2020,4
550,106,19,5/5/2020,4
551,109,13,5/5/2020,5
552,128,15,5/5/2020,5
553,35,8,5/6/2020,5
554,102,6,5/6/2020,5
555,113,19,5/6/2020,5
556,82,21,5/6/2020,5
557,34,28,5/6/2020,4
558,72,30,5/6/2020,5
559,87,25,5/6/2020,5
560,121,14,5/6/2020,5
561,41,1,5/6/2020,5
562,34,22,5/6/2020,5
563,119,5,5/6/2020,5
564,66,18,5/7/2020,5
565,96,15,5/7/2020,5
566,13,15,5/7/2020,5
567,114,29,5/7/2020,5
568,106,1,5/7/2020,5
569,26,30,5/7/2020,5
570,109,27,5/7/2020,5
571,45,11,5/7/2020,5
572,91,3,5/7/2020,5
573,56,11,5/7/2020,5
574,100,13,5/7/2020,5
575,102,28,5/7/2020,5
576,51,4,5/7/2020,5
577,41,25,5/8/2020,5
578,54,16,5/8/2020,5
579,61,21,5/8/2020,5
580,127,12,5/9/2020,5
581,91,2,5/9/2020,5
582,51,10,5/9/2020,5
583,118,17,5/9/2020,5
584,97,11,5/9/2020,4
585,54,17,5/9/2020,5
586,119,1,5/9/2020,5
587,42,27,5/10/2020,5
588,48,13,5/10/2020,2
589,34,15,5/10/2020,5
590,28,29,5/10/2020,5
591,52,11,5/10/2020,5
592,42,6,5/10/2020,5
593,118,4,5/11/2020,5
594,26,13,5/11/2020,5
595,138,24,5/11/2020,5
596,136,18,5/11/2020,5
597,84,10,5/12/2020,5
598,52,3,5/12/2020,5
599,35,25,5/12/2020,5
600,106,27,5/12/2020,5
601,102,8,5/12/2020,5
602,119,14,5/13/2020,5
603,69,24,5/13/2020,4
604,34,6,5/13/2020,5
605,106,15,5/13/2020,5
606,47,21,5/13/2020,5
607,48,8,5/13/2020,4
608,47,30,5/14/2020,2
609,127,10,5/14/2020,3
610,138,2,5/14/2020,5
611,48,26,5/15/2020,3
612,135,1,5/15/2020,5
613,111,15,5/15/2020,5
614,81,17,5/15/2020,5
615,35,1,5/15/2020,5
616,39,6,5/15/2020,5
617,104,9,5/15/2020,5
618,12,12,5/16/2020,5
619,13,30,5/16/2020,5
620,105,11,5/16/2020,5
621,84,1,5/16/2020,5
622,61,5,5/16/2020,5
623,91,2,5/16/2020,5
624,118,28,5/16/2020,5
625,98,22,5/16/2020,3
626,135,18,5/16/2020,5
627,130,12,5/16/2020,5
628,70,10,5/17/2020,5
629,96,21,5/17/2020,5
630,66,4,5/17/2020,5
631,142,11,5/17/2020,5
632,84,4,5/17/2020,4
633,52,2,5/17/2020,5
634,135,14,5/18/2020,5
635,102,13,5/18/2020,2
636,108,27,5/18/2020,5
637,83,13,5/18/2020,5
638,118,24,5/18/2020,3
639,129,24,5/18/2020,5
640,138,8,5/18/2020,5
641,128,10,5/18/2020,5
642,47,5,5/19/2020,5
643,46,3,5/19/2020,5
644,127,6,5/19/2020,5
645,129,3,5/19/2020,3
646,135,27,5/19/2020,5
647,11,18,5/19/2020,4
648,102,14,5/20/2020,5
649,66,7,5/20/2020,5
650,102,27,5/20/2020,4
651,56,21,5/20/2020,5
652,127,29,5/20/2020,4
653,127,3,5/20/2020,5
654,98,16,5/20/2020,5
655,140,15,5/20/2020,2
656,84,24,5/20/2020,5
657,54,19,5/20/2020,5
658,123,19,5/21/2020,5
659,84,24,5/21/2020,2
660,84,4,5/21/2020,5
661,61,3,5/21/2020,5
662,145,29,5/21/2020,2
663,145,13,5/21/2020,5
664,58,12,5/21/2020,3
665,18,11,5/22/2020,5
666,127,25,5/22/2020,5
667,100,4,5/22/2020,5
668,17,5,5/22/2020,5
669,144,24,5/22/2020,5
670,91,12,5/22/2020,5
671,136,30,5/22/2020,5
672,49,6,5/22/2020,5
673,54,15,5/22/2020,5
674,145,15,5/23/2020,5
675,94,24,5/23/2020,5
676,149,26,5/23/2020,5
677,149,11,5/23/2020,5
678,119,2,5/24/2020,5
679,145,6,5/24/2020,5
680,8,16,5/24/2020,4
681,135,11,5/24/2020,5
682,134,4,5/24/2020,5
683,91,15,5/24/2020,2
684,120,1,5/24/2020,5
685,100,11,5/24/2020,5
686,49,23,5/25/2020,5
687,127,5,5/25/2020,5
688,115,8,5/25/2020,5
689,66,16,5/25/2020,4
690,100,9,5/25/2020,5
691,28,24,5/25/2020,2
692,122,12,5/26/2020,3
693,133,30,5/26/2020,5
694,17,3,5/26/2020,5
695,79,7,5/26/2020,5
696,138,21,5/26/2020,5
697,138,24,5/26/2020,4
698,57,2,5/27/2020,2
699,102,30,5/27/2020,5
700,135,18,5/27/2020,2
701,11,27,5/27/2020,4
702,136,6,5/27/2020,5
703,142,5,5/27/2020,5
704,79,12,5/27/2020,5
705,135,27,5/27/2020,5
706,115,28,5/27/2020,3
707,153,11,5/28/2020,5
708,89,21,5/28/2020,3
709,52,26,5/28/2020,3
710,49,13,5/28/2020,5
711,4,29,5/28/2020,5
712,121,21,5/28/2020,2
713,143,6,5/29/2020,5
714,153,13,5/29/2020,5
715,98,5,5/29/2020,5
716,48,25,5/29/2020,5
717,144,22,5/29/2020,5
718,102,17,5/29/2020,5
719,26,17,5/29/2020,5
720,96,12,5/29/2020,2
721,114,17,5/29/2020,5
722,94,5,5/30/2020,5
723,120,11,5/30/2020,4
724,54,4,5/30/2020,5
725,144,19,5/30/2020,5
726,164,1,5/31/2020,4
727,107,11,5/31/2020,5
728,102,15,5/31/2020,5
729,142,13,5/31/2020,3
730,133,24,5/31/2020,5
731,56,11,5/31/2020,2
732,111,18,6/1/2020,4
733,144,22,6/1/2020,5
734,72,2,6/1/2020,3
735,84,29,6/1/2020,5
736,56,21,6/1/2020,2
737,120,17,6/1/2020,5
738,129,9,6/1/2020,5
739,33,30,6/2/2020,5
740,105,19,6/2/2020,5
741,149,24,6/2/2020,5
742,144,1,6/2/2020,5
743,12,9,6/2/2020,5
744,58,11,6/2/2020,5
745,130,18,6/3/2020,5
746,102,24,6/3/2020,5
747,72,3,6/3/2020,5
748,135,16,6/3/2020,3
749,69,22,6/3/2020,5
750,56,2,6/3/2020,5
751,161,13,6/3/2020,5
752,23,23,6/3/2020,5
753,91,25,6/3/2020,3
754,39,1,6/3/2020,5
755,90,22,6/4/2020,3
756,138,28,6/4/2020,5
757,140,27,6/4/2020,5
758,33,28,6/4/2020,4
759,49,16,6/5/2020,2
760,58,28,6/5/2020,5
761,154,5,6/5/2020,5
762,159,2,6/5/2020,5
763,94,26,6/5/2020,5
764,122,26,6/5/2020,5
765,135,14,6/5/2020,5
766,135,13,6/5/2020,3
767,51,28,6/5/2020,2
768,111,4,6/6/2020,5
769,164,5,6/7/2020,5
770,52,12,6/7/2020,5
771,122,29,6/7/2020,5
772,100,22,6/7/2020,5
773,153,3,6/7/2020,5
774,164,28,6/7/2020,5
775,142,17,6/7/2020,5
776,135,12,6/7/2020,5
777,96,17,6/8/2020,5
778,140,17,6/8/2020,2
779,18,3,6/8/2020,4
780,17,3,6/8/2020,5
781,153,24,6/8/2020,5
782,118,2,6/8/2020,5
783,156,23,6/8/2020,5
784,113,4,6/8/2020,5
785,107,15,6/8/2020,2
786,160,19,6/9/2020,5
787,120,30,6/9/2020,5
788,104,5,6/9/2020,5
789,52,28,6/9/2020,5
790,135,5,6/10/2020,2
791,164,12,6/10/2020,5
792,5,14,6/10/2020,3
793,91,4,6/10/2020,5
794,37,30,6/10/2020,5
795,107,1,6/10/2020,5
796,56,22,6/11/2020,4
797,49,29,6/11/2020,5
798,148,6,6/11/2020,5
799,135,27,6/12/2020,5
800,168,22,6/12/2020,5
801,124,1,6/12/2020,5
802,17,29,6/12/2020,5
803,149,1,6/13/2020,5
804,57,16,6/13/2020,5
805,133,18,6/13/2020,5
806,135,27,6/13/2020,5
807,164,11,6/13/2020,5
808,52,25,6/13/2020,5
809,142,14,6/13/2020,5
810,122,20,6/13/2020,3
811,52,10,6/13/2020,3
812,94,22,6/13/2020,2
813,135,15,6/14/2020,5
814,98,19,6/14/2020,5
815,144,13,6/14/2020,5
816,69,6,6/14/2020,5
817,159,19,6/14/2020,5
818,156,17,6/14/2020,5
819,135,23,6/14/2020,5
820,65,18,6/14/2020,5
821,16,11,6/14/2020,5
822,126,10,6/14/2020,5
823,69,10,6/14/2020,5
824,17,12,6/15/2020,3
825,68,11,6/15/2020,5
826,47,18,6/15/2020,5
827,164,6,6/15/2020,4
828,149,30,6/16/2020,5
829,138,18,6/16/2020,5
830,144,29,6/16/2020,5
831,136,9,6/16/2020,4
832,79,28,6/16/2020,5
833,72,21,6/16/2020,4
834,120,9,6/16/2020,5
835,138,30,6/17/2020,5
836,144,1,6/17/2020,5
837,122,10,6/17/2020,5
838,169,2,6/17/2020,5
839,35,6,6/18/2020,5
840,103,7,6/18/2020,5
841,135,30,6/18/2020,5
842,144,26,6/18/2020,5
843,153,30,6/18/2020,5
844,57,1,6/19/2020,5
845,120,30,6/19/2020,5
846,161,14,6/19/2020,5
847,115,18,6/19/2020,4
848,153,24,6/19/2020,4
849,157,16,6/19/2020,5
850,153,13,6/19/2020,5
851,145,19,6/20/2020,5
852,136,30,6/20/2020,5
853,23,2,6/20/2020,5
854,100,29,6/20/2020,5
855,130,5,6/21/2020,4
856,120,27,6/21/2020,4
857,124,23,6/21/2020,5
858,122,12,6/21/2020,5
859,83,20,6/22/2020,5
860,162,14,6/22/2020,3
861,35,1,6/22/2020,5
862,164,22,6/22/2020,5
863,111,17,6/22/2020,5
864,134,6,6/22/2020,5
865,169,4,6/22/2020,5
866,79,25,6/22/2020,4
867,33,28,6/22/2020,4
868,169,6,6/23/2020,4
869,118,6,6/23/2020,5
870,153,30,6/23/2020,5
871,125,11,6/23/2020,5
872,119,4,6/23/2020,5
873,46,12,6/23/2020,5
874,178,20,6/24/2020,5
875,138,10,6/24/2020,5
876,100,6,6/24/2020,5
877,149,12,6/24/2020,5
878,159,3,6/24/2020,5
879,41,10,6/24/2020,5
880,134,19,6/25/2020,5
881,16,1,6/25/2020,5
882,142,20,6/25/2020,5
883,84,2,6/25/2020,3
884,35,8,6/25/2020,2
885,11,8,6/26/2020,3
886,169,10,6/26/2020,5
887,153,3,6/26/2020,5
888,73,16,6/26/2020,2
889,182,8,6/26/2020,5
890,196,2,6/26/2020,4
891,39,2,6/26/2020,2
892,150,10,6/26/2020,5
893,156,19,6/26/2020,3
894,52,18,6/27/2020,5
895,157,16,6/27/2020,5
896,98,6,6/27/2020,5
897,114,27,6/27/2020,5
898,72,10,6/27/2020,5
899,135,5,6/27/2020,5
900,181,30,6/27/2020,5
901,154,5,6/27/2020,1
902,177,1,6/28/2020,5
903,83,19,6/28/2020,5
904,157,18,6/28/2020,3
905,151,10,6/28/2020,5
906,120,27,6/28/2020,5
907,47,30,6/28/2020,5
908,185,7,6/28/2020,5
909,120,14,6/28/2020,5
910,35,9,6/28/2020,5
911,26,26,6/28/2020,5
912,91,12,6/28/2020,3
913,161,26,6/28/2020,5
914,114,25,6/29/2020,5
915,178,20,6/29/2020,5
916,17,12,6/29/2020,5
917,41,4,6/29/2020,5
918,176,3,6/29/2020,5
919,144,6,6/29/2020,5
920,105,29,6/29/2020,5
921,144,16,6/29/2020,2
922,128,17,6/29/2020,3
923,13,20,6/29/2020,4
924,149,21,6/29/2020,5
925,69,29,6/29/2020,5
926,51,12,6/30/2020,5
927,134,17,6/30/2020,5
928,161,16,6/30/2020,5
929,47,16,6/30/2020,5
930,79,1,6/30/2020,4
